region,state,line_code,factor,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1999_percent_change,2000_percent_change,2001_percent_change,2002_percent_change,2003_percent_change,2004_percent_change,2005_percent_change,2006_percent_change,2007_percent_change,2008_percent_change,2009_percent_change,2010_percent_change,2011_percent_change,2012_percent_change,2013_percent_change,2014_percent_change,2015_percent_change,2016_percent_change,2017_percent_change,2018_percent_change,2019_percent_change,2020_percent_change,2021_percent_change,2022_percent_change
southeast,Alabama,11,  Per capita disposable personal income 7,20103,20648,21527,22243,23193,24330,25962,26961,28086,29148,30060,30104,31091,31760,32500,32399,33351,34538,34919,36173,37645,39015,41840,45191,45248,0.027110382,0.042570709,0.033260557,0.042710066,0.049023412,0.067077682,0.038479316,0.041726939,0.037812433,0.031288596,0.001463739,0.032786341,0.021517481,0.023299748,-0.003107692,0.029383623,0.035591137,0.011031328,0.035911681,0.040693335,0.036392615,0.072408048,0.080090822,0.001261313
southeast,Alabama,12,  Per capita personal consumption expenditures (PCE) 8,18235,19157,20158,20868,21700,22673,23932,25303,26245,27160,27555,26958,27635,28422,28920,29594,30365,31130,32005,33020,34053,35345,34878,39174,42391,0.050562106,0.05225244,0.035221748,0.039869657,0.04483871,0.055528602,0.057287314,0.037228787,0.034863784,0.014543446,-0.021665759,0.025113139,0.028478379,0.017521638,0.023305671,0.026052578,0.025193479,0.028107934,0.031713795,0.03128407,0.037940857,-0.013212618,0.1231722,0.082120794
southeast,Alabama,13,  Regional price parities (RPPs) 9,,,,,,,,,,,88.852,87.725,89.682,89.955,90.515,90.273,90.137,89.706,90.58,90.098,87.388,88.326,87.581,88.026,87.776,,,,,,,,,,,-0.012684014,0.02230835,0.003044089,0.006225335,-0.00267359,-0.001506541,-0.00478161,0.009742938,-0.005321263,-0.030078359,0.010733739,-0.008434663,0.005081011,-0.00284007
southeast,Alabama,14,  Implicit regional price deflator 10,,,,,,,,,,,79.229,78.006,81.174,83.482,85.568,86.464,87.542,87.284,89.026,90.098,89.177,91.429,91.641,95.949,101.857,,,,,,,,,,,-0.015436267,0.040612261,0.028432749,0.024987422,0.010471204,0.012467617,-0.002947157,0.019957839,0.012041426,-0.010222202,0.025253148,0.002318739,0.047009526,0.061574378
southeast,Alabama,15,  Total employment (number of jobs),2361892,2378217,2392225,2376053,2364829,2371429,2425650,2486829,2545547,2604108,2582600,2479511,2460305,2497974,2503656,2523020,2552256,2587641,2619761,2649222,2692424,2712086,2671005,2769464,2869931,0.006911832,0.005890127,-0.006760234,-0.0047238,0.002790899,0.022864273,0.025221693,0.023611595,0.023005272,-0.008259258,-0.039916751,-0.007745882,0.015310703,0.002274643,0.007734289,0.0115877,0.013864205,0.01241285,0.011245682,0.016307429,0.007302713,-0.015147381,0.036862155,0.036276695
southeast,Arkansas,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,123882.6,126371.2,127216,128061.2,135568.8,137355.5,,,,,,,,,,,,,,,,,,,,0.020088374,0.006685067,0.006643818,0.058625095,0.013179286
southeast,Arkansas,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,117807.7,118683.5,117680.3,121331.4,126850,125299.8,130572.4,134940.8,136781.6,140074.1,145306.2,145008.2,154353.4,161672,159683.6,,,,,,,,,,,0.007434149,-0.008452734,0.031025584,0.045483692,-0.012220733,0.042079876,0.033455769,0.013641538,0.02407122,0.037352373,-0.002050842,0.064446011,0.047414569,-0.012298976
southeast,Arkansas,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,95712.4,97029.3,96705.8,97691.8,98540.8,99397.4,102073.7,105531.4,108118.3,110659.9,115087.9,114867.7,114208,122556.7,128036.5,,,,,,,,,,,0.013758928,-0.003334044,0.010195872,0.008690596,0.008692846,0.026925252,0.033874544,0.024513083,0.023507584,0.040014495,-0.00191332,-0.005743129,0.073100834,0.044712366
southeast,Arkansas,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,123882.6,129213.8,132637.2,135884.5,151931.9,165989.3,,,,,,,,,,,,,,,,,,,,0.043034292,0.026494074,0.024482574,0.118095883,0.092524348
southeast,Arkansas,5,  Personal income,55686.3,57922.1,60886.2,64168.6,65698.8,69656.4,74308.7,77990.4,82891.6,88410.7,92435.6,90992.3,94127,100449.5,107007.4,107209.3,113171.5,116632.4,119758.8,123825.4,128970.8,131439.2,142111.7,156361.5,160254.2,0.040149911,0.051173904,0.05391041,0.023846554,0.060238543,0.066789268,0.049546015,0.062843632,0.066582139,0.045525033,-0.015614114,0.034450168,0.067169887,0.065285541,0.001886785,0.055612713,0.030581021,0.026805587,0.033956586,0.041553672,0.019139216,0.081197238,0.100271828,0.024895515
southeast,Arkansas,6,  Disposable personal income,49470.1,51534.9,54020.7,57065.8,59393.7,63652.8,68042.8,70833,75056.5,79532.9,83120.6,83435.7,86387,91406,97557.8,96883.6,102362.7,105216,107887.7,111671.5,117322.8,119309.6,129589.1,141244.9,142906.9,0.041738343,0.048235274,0.056369133,0.04079326,0.071709626,0.068967901,0.041006543,0.059626163,0.059640404,0.045109634,0.003790877,0.035372149,0.05809902,0.067301928,-0.006910775,0.056553431,0.027874411,0.025392526,0.035071653,0.050606466,0.016934475,0.086158197,0.089944293,0.011766797
southeast,Arkansas,7,  Personal consumption expenditures,44283.3,47305.5,50566.1,52796.3,54843.4,57788.1,61297.4,65560.6,69198.3,72561.3,75160.6,74484.9,77458.3,80992.6,83237.7,85154.6,88584.1,91366,94866.1,98052.5,102359.8,104313.8,105433.5,118796.2,128662.4,0.068246946,0.068926446,0.044104647,0.03877355,0.053692878,0.060727035,0.069549443,0.055486069,0.04859946,0.035822126,-0.008990083,0.0399195,0.045628422,0.027719816,0.023029228,0.040273808,0.031404056,0.038308561,0.033588395,0.043928508,0.019089525,0.010733958,0.126740552,0.083051478
southeast,Arkansas,8,  Real per capita personal income 4,,,,,,,,,,,40983,40970,40280,41286,43016,42407,44095,45429,45891,46835,48479,48268,51209,53390,52430,,,,,,,,,,,-0.000317205,-0.016841591,0.024975174,0.041902824,-0.014157523,0.039804749,0.030252863,0.010169715,0.020570482,0.035101954,-0.0043524,0.060930637,0.04259017,-0.017980895
southeast,Arkansas,9,  Real per capita PCE 5,,,,,,,,,,,33296,33495,33101,33242,33416,33641,34470,35528,36274,37000,38398,38235,37890,40473,42039,,,,,,,,,,,0.005976694,-0.01176295,0.00425969,0.005234342,0.006733301,0.024642549,0.030693357,0.020997523,0.020014335,0.037783784,-0.004245013,-0.009023146,0.068171021,0.038692462
southeast,Arkansas,10,  Per capita personal income 6,21203,21842,22731,23841,24280,25564,27024,28043,29376,31036,32157,31411,32218,34180,36287,36285,38218,39266,40179,41402,43029,43751,47147,51636,52618,0.030137245,0.040701401,0.048831992,0.018413657,0.052883031,0.057111563,0.037707223,0.047534144,0.056508715,0.036119345,-0.023198681,0.025691637,0.060897635,0.061644236,-5.51162E-05,0.053272702,0.027421634,0.023251668,0.030438786,0.039297618,0.016779381,0.077621083,0.095212845,0.01901774
southeast,Arkansas,11,  Per capita disposable personal income 7,18836,19433,20168,21202,21949,23360,24746,25469,26599,27920,28916,28802,29569,31103,33083,32790,34568,35422,36197,37338,39143,39714,42993,46644,46922,0.031694627,0.037822261,0.051269338,0.035232525,0.064285389,0.059332192,0.029216843,0.044367663,0.049663521,0.035673352,-0.003942454,0.026630095,0.051878657,0.063659454,-0.008856512,0.054223849,0.024704929,0.021879058,0.031521949,0.048342172,0.014587538,0.082565342,0.084920801,0.005960038
southeast,Arkansas,12,  Per capita personal consumption expenditures (PCE) 8,16862,17839,18878,19615,20268,21208,22293,23574,24523,25472,26147,25712,26513,27559,28227,28820,29915,30759,31828,32785,34151,34722,34979,39231,42245,0.057940932,0.058243175,0.039040153,0.033290849,0.046378528,0.05115994,0.057461984,0.040256214,0.038698365,0.026499686,-0.016636708,0.031152769,0.039452344,0.024238906,0.021008255,0.037994448,0.028213271,0.034754056,0.030067865,0.041665396,0.016719862,0.007401647,0.121558649,0.076826999
southeast,Arkansas,13,  Regional price parities (RPPs) 9,,,,,,,,,,,88.065,86.33,88.492,89.335,89.354,89.445,89.357,88.98,89.275,88.607,87.156,87.73,88.228,88.927,86.597,,,,,,,,,,,-0.019701357,0.025043438,0.009526285,0.000212683,0.001018421,-0.000983845,-0.004219032,0.003315352,-0.007482498,-0.016375681,0.006585892,0.005676507,0.007922655,-0.026201266
southeast,Arkansas,14,  Implicit regional price deflator 10,,,,,,,,,,,78.528,76.765,80.097,82.906,84.47,85.671,86.784,86.577,87.743,88.607,88.941,90.812,92.317,96.932,100.489,,,,,,,,,,,-0.022450591,0.043405198,0.035069978,0.018864738,0.014218066,0.012991561,-0.002385232,0.01346778,0.009846939,0.003769454,0.021036417,0.0165727,0.049990793,0.036695828
southeast,Arkansas,15,  Total employment (number of jobs),1445536,1460374,1482449,1482587,1478920,1482026,1505086,1537671,1567665,1582826,1579250,1542904,1541250,1561929,1565109,1569358,1587408,1610799,1629734,1639903,1658212,1663920,1639829,1686444,1755536,0.010264705,0.015115991,9.30892E-05,-0.002473379,0.002100181,0.015559781,0.021649926,0.019506123,0.009671071,-0.00225925,-0.023014722,-0.001072004,0.013417032,0.002035944,0.002714827,0.011501518,0.014735342,0.011755036,0.006239669,0.011164685,0.003442262,-0.014478461,0.028426744,0.040969045
southeast,Florida,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,1014866.9,1050433.8,1079271,1068377.5,1164778.2,1218430.2,,,,,,,,,,,,,,,,,,,,0.035045876,0.027452658,-0.010093387,0.090230934,0.046061988
southeast,Florida,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,801556.1,768901.7,805719.8,823940.3,832404.4,824741.5,867379.1,920580,947436.7,1004622.8,1055234,1111979.1,1163423.6,1248414.5,1217815.1,,,,,,,,,,,-0.040738758,0.047884014,0.022613941,0.01027271,-0.009205742,0.051698138,0.061335234,0.029173673,0.060358755,0.050378311,0.053774897,0.046263909,0.073052412,-0.024510609
southeast,Florida,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,705589.9,694561.9,708341.9,720023.6,732252.1,749497.5,779921.4,816143.5,841243.9,871158.3,908456.3,936770.3,916058.7,1007854.5,1041880.3,,,,,,,,,,,-0.015629475,0.019839844,0.016491612,0.016983471,0.023551179,0.040592397,0.04644327,0.030754886,0.035559723,0.042814262,0.031167157,-0.022109582,0.100207334,0.033760627
southeast,Florida,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,1014866.9,1072085.6,1127988.6,1140133,1292391.3,1439065,,,,,,,,,,,,,,,,,,,,0.056380497,0.052144157,0.010766421,0.133544332,0.113490164
southeast,Florida,5,  Personal income,416721.5,435930.4,471588.1,497335.4,514288.8,540366.3,587003,637602.8,690506.1,719734.2,725995,685982.8,730690.1,769798.4,794071.1,794604.1,848535.3,905450.5,938985.6,1011002.2,1078010.6,1145460.8,1221121.6,1376879.5,1441598.9,0.046095294,0.081796773,0.05459701,0.034088464,0.050705946,0.086305715,0.086200241,0.082972189,0.042328518,0.008698767,-0.055113603,0.065172625,0.053522417,0.031531242,0.000671225,0.067871787,0.06707464,0.037036923,0.076696171,0.066279183,0.062569144,0.066052719,0.127553145,0.047004404
southeast,Florida,6,  Disposable personal income,365875.4,382262.7,412100.4,437155.5,462050.1,492575.7,531753.4,568078.5,614602.2,640772.6,652289.8,631940.5,672161.8,699989.8,720430.1,712530.1,757871.4,802776.3,842025.1,890172.4,964243.6,1023037.4,1086281.1,1211086.7,1242567.8,0.044789292,0.078055484,0.060798534,0.056946784,0.066065563,0.079536404,0.068311928,0.081896604,0.042581039,0.017973927,-0.031196717,0.06364729,0.041400746,0.029200854,-0.010965672,0.063634224,0.059251345,0.048891329,0.057180362,0.083209949,0.060974011,0.061819539,0.114892545,0.025994093
southeast,Florida,7,  Personal consumption expenditures,358107.1,380707.7,412229.5,432668.8,447872.2,473974.7,513459.4,557056.5,601060.1,630049.5,639599.5,620446.5,643275.8,673659.9,699466.2,723026.7,763955,804074.9,835530.6,878744.1,929973.5,966780.8,964080.3,1114052.2,1234950.8,0.063111287,0.082797905,0.049582332,0.035138656,0.058281135,0.083305501,0.084908563,0.078993064,0.048230451,0.015157539,-0.029945302,0.036794953,0.047233395,0.038307609,0.033683543,0.0566069,0.052516051,0.039120361,0.051719829,0.058298428,0.03957887,-0.002793291,0.155559552,0.108521486
southeast,Florida,8,  Real per capita personal income 4,,,,,,,,,,,43264,41222,42760,43276,43193,42278,43817,45696,46131,48133,49932,52072,53888,57193,54746,,,,,,,,,,,-0.047198595,0.037310174,0.012067353,-0.001917922,-0.021183988,0.036401911,0.042882899,0.009519433,0.043398149,0.037375605,0.042858287,0.034874789,0.061330909,-0.042784956
southeast,Florida,9,  Real per capita PCE 5,,,,,,,,,,,38084,37237,37592,37818,37996,38421,39399,40512,40960,41739,42986,43868,42431,46172,46837,,,,,,,,,,,-0.022240311,0.009533528,0.006011917,0.004706753,0.011185388,0.025454829,0.028249448,0.011058452,0.019018555,0.029876135,0.020518308,-0.032757363,0.088166671,0.014402668
southeast,Florida,10,  Per capita personal income 6,26909,27662,29387,30405,30815,31779,33706,35736,38009,39184,39185,36777,38778,40433,41204,40733,42865,44945,45720,48439,51009,53640,56561,63078,64806,0.027983203,0.062359916,0.034641168,0.013484624,0.031283466,0.060637528,0.060226666,0.063605328,0.030913731,2.55206E-05,-0.061452086,0.054409006,0.042678839,0.019068583,-0.011430929,0.052340854,0.048524437,0.017243297,0.059470691,0.053056421,0.051579133,0.05445563,0.115220735,0.027394654
southeast,Florida,11,  Per capita disposable personal income 7,23625,24256,25680,26726,27685,28968,30534,31839,33831,34886,35207,33879,35672,36766,37382,36526,38285,39849,40999,42650,45626,47907,50315,55483,55859,0.026708995,0.058707124,0.040732087,0.035882661,0.046342785,0.054059652,0.042739242,0.062564779,0.031184417,0.009201399,-0.037719772,0.05292364,0.030668311,0.01675461,-0.022898721,0.048157477,0.040851508,0.028858943,0.040269275,0.069777257,0.049993425,0.050264053,0.102712909,0.006776851
southeast,Florida,12,  Per capita personal consumption expenditures (PCE) 8,23124,24157,25688,26452,26836,27874,29483,31222,33085,34302,34522,33263,34139,35383,36295,37064,38593,39913,40682,42102,44005,45273,44655,51038,55516,0.044672202,0.063377075,0.029741514,0.014516861,0.038679386,0.057724044,0.058983143,0.059669464,0.036784041,0.00641362,-0.036469498,0.026335568,0.036439263,0.02577509,0.021187491,0.041252968,0.034203094,0.019266906,0.034904872,0.045199753,0.028814907,-0.01365052,0.14294032,0.087738548
southeast,Florida,13,  Regional price parities (RPPs) 9,,,,,,,,,,,101.657,100.459,100.332,100.816,101.046,100.718,100.856,101.256,101.055,100.871,100.315,99.701,100.58,101.409,102.144,,,,,,,,,,,-0.011784727,-0.001264197,0.004823984,0.002281384,-0.003246046,0.001370162,0.003966051,-0.001985068,-0.001820791,-0.005511991,-0.00612072,0.008816361,0.008242195,0.007247877
southeast,Florida,14,  Implicit regional price deflator 10,,,,,,,,,,,90.647,89.329,90.814,93.561,95.523,96.468,97.953,98.521,99.321,100.871,102.369,103.204,105.242,110.537,118.531,,,,,,,,,,,-0.014539919,0.016623941,0.03024864,0.020970276,0.009892905,0.015393706,0.005798699,0.008120096,0.015605964,0.014850651,0.008156766,0.019747297,0.050312613,0.072319676
southeast,Florida,15,  Total employment (number of jobs),8317201,8577884,8881279,8938947,9055665,9283343,9644269,10067135,10383831,10531299,10269510,9841868,9805140,10036679,10249034,10539527,10937534,11367164,11682273,12098388,12556216,12761155,12719592,13458025,14227252,0.031342636,0.035369445,0.006493209,0.013057243,0.025142052,0.038878882,0.043846351,0.031458404,0.014201695,-0.024858187,-0.041641909,-0.003731812,0.023614043,0.021157895,0.028343452,0.03776327,0.039280335,0.027720987,0.035619353,0.037842066,0.016321717,-0.003256994,0.058054771,0.057157495
southeast,Georgia,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,583543.3,600934.7,620792.4,602321.8,639236,655827.3,,,,,,,,,,,,,,,,,,,,0.029803101,0.033044689,-0.029753264,0.061286508,0.02595489
southeast,Georgia,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,399457.2,403761.1,395187.5,415469.5,410423.3,412610.1,432994.4,460266.7,473711.4,491844.9,508578.3,529702.2,560064.9,582054.7,556052.9,,,,,,,,,,,0.010774371,-0.021234339,0.051322474,-0.012145777,0.005328158,0.049403299,0.062985341,0.029210673,0.038279636,0.034021701,0.041535197,0.057320321,0.03926295,-0.044672434
southeast,Georgia,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,335885.3,336939.5,331359.9,340874.6,339789,349190.1,361754.1,376570.4,387188.7,399122.2,413280.4,425651.8,416942.6,451513,465205.4,,,,,,,,,,,0.003138571,-0.016559649,0.028714096,-0.003184749,0.027667464,0.035980402,0.040956827,0.028197384,0.030820889,0.035473346,0.02993464,-0.020460856,0.082914051,0.030325594
southeast,Georgia,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,583543.3,612803.4,646939,637930.6,701606.1,767377.6,,,,,,,,,,,,,,,,,,,,0.050142123,0.055703999,-0.013924651,0.099815717,0.093744196
southeast,Georgia,5,  Personal income,205294,218718.6,236616.8,248742.5,255977.2,265622.8,280462.4,297084.9,316548.8,331363.7,335257.5,329158.9,337420.5,360456.2,369040.2,374124.6,398585.7,423242,441039.1,467592.5,491088,516552.1,552248.9,606113.6,617553,0.065392072,0.081832089,0.05124615,0.029085098,0.037681481,0.055867192,0.059268194,0.065516288,0.046801315,0.011750835,-0.018190794,0.025099124,0.068270007,0.023814266,0.013777361,0.065382228,0.06185947,0.042049466,0.060206453,0.050247812,0.051852417,0.069105904,0.097536998,0.01887336
southeast,Georgia,6,  Disposable personal income,177696,189089.3,204163.4,215668.7,227556.4,238596.7,252658.5,265059.9,280546.2,292649.9,297774.6,299789.2,306298,324492.2,332462.4,333490.4,355074.7,375453.3,392132.8,414875.6,438862,460334.6,494389,535060.9,533857.7,0.064116806,0.079719476,0.056353391,0.055120191,0.048516763,0.058935434,0.049083645,0.058425662,0.04314334,0.017511368,0.00676552,0.021711256,0.059400323,0.02456207,0.003092079,0.064722403,0.05739243,0.044424966,0.057997699,0.057815885,0.048927909,0.073977494,0.082267,-0.002248716
southeast,Georgia,7,  Personal consumption expenditures,161380.3,174395,188709.6,197694,205273.8,216655.7,230229.2,247103.8,261997.1,277091.5,282133.9,275032.5,283317.5,296156.1,305937,317022.1,333433.2,346858.4,361258,380330.8,399888.2,415860.9,412232,471227.9,517334.8,0.080646151,0.082081482,0.047609661,0.038341073,0.055447407,0.062650094,0.073294786,0.060271432,0.057612851,0.018197599,-0.025170318,0.030123713,0.045315238,0.033026164,0.036233277,0.051766423,0.040263537,0.041514347,0.052795509,0.051422078,0.039942914,-0.008726235,0.143113344,0.097844164
southeast,Georgia,8,  Real per capita personal income 4,,,,,,,,,,,42027,41967,40688,42371,41428,41342,42966,45162,45910,47164,48286,49770,52197,53954,50954,,,,,,,,,,,-0.001427654,-0.030476327,0.041363547,-0.022255788,-0.002075891,0.039282086,0.05111018,0.016562597,0.027314311,0.023789331,0.030733546,0.048764316,0.033660938,-0.055602921
southeast,Georgia,9,  Real per capita PCE 5,,,,,,,,,,,35338,35022,34117,34764,34298,34987,35896,36950,37525,38272,39238,39994,38858,41853,42629,,,,,,,,,,,-0.008942215,-0.0258409,0.018964153,-0.013404671,0.020088635,0.025981079,0.029362603,0.01556157,0.019906729,0.025240385,0.019267037,-0.028404261,0.077075506,0.018541084
southeast,Georgia,10,  Per capita personal income 6,26107,27184,28760,29693,30086,30805,31982,33283,34574,35440,35272,34213,34741,36761,37251,37486,39551,41529,42744,44838,46626,48535,51469,56184,56589,0.041253304,0.05797528,0.03244089,0.013235443,0.023898159,0.038208083,0.040679132,0.038788571,0.025047724,-0.004740406,-0.030023815,0.01543273,0.058144555,0.013329344,0.006308555,0.055087233,0.050011378,0.029256664,0.048989332,0.03987689,0.040942822,0.060451221,0.091608541,0.007208458
southeast,Georgia,11,  Per capita disposable personal income 7,22597,23501,24815,25745,26745,27670,28812,29696,30641,31299,31329,31160,31536,33093,33558,33414,35234,36840,38004,39783,41667,43253,46076,49598,48920,0.04000531,0.055912514,0.037477332,0.038842494,0.034585904,0.041272136,0.03068166,0.031822468,0.021474495,0.000958497,-0.005394363,0.012066752,0.049372146,0.01405131,-0.004291078,0.054468187,0.045580973,0.031596091,0.046810862,0.047356911,0.038063695,0.065267149,0.076438927,-0.013669906
